0,0
246,257,46,3,84,0,25,0,23,661
0,1
1231,995,203,15,332,0,76,0,163,2852
0,2
17,14,3,0,6,0,3,0,2,43
0,3
381,294,51,7,108,3,20,0,36,864
0,4
135,136,31,1,31,0,18,0,19,352
1,0
11,9,3,0,6,0,2,0,1,31
1,1
87,78,22,1,15,0,9,0,13,212
1,2
0,7,0,0,0,0,0,0,0,7
1,3
10,7,5,0,4,0,2,0,1,28
1,4
11,8,0,0,0,0,0,0,2,19
2,0
864,857,168,9,289,0,142,0,93,2329
2,1
4298,4328,781,36,1314,0,589,0,415,11346
2,2
42,60,10,0,13,0,9,0,4,134
2,3
979,921,157,11,306,0,152,0,118,2526
2,4
599,646,87,6,166,0,107,0,75,1611
3,0
662,677,110,6,206,0,62,0,80,1723
3,1
3607,3279,555,38,1039,5,369,0,392,8892
3,2
24,30,6,1,10,0,4,0,4,75
3,3
1052,886,160,10,344,0,125,0,95,2577
3,4
421,454,65,8,121,0,42,0,47,1111
4,0
228,280,54,1,89,1,26,0,35,679
4,1
1113,1271,217,4,328,0,97,0,173,3030
4,2
30,35,5,1,11,0,4,0,2,86
4,3
313,319,62,1,81,1,29,0,47,806
4,4
120,134,27,0,45,0,15,0,25,341
