Batsman,v Bowler,0s,1s,2s,3s,4s,5s,6s,7,Dismissal,Runs,Balls,SR
,R Vinay Kumar,1,1,0,0,0,0,0,0,,1,2,50
,SA Yadav
,SL Malinga,0,0,1,0,0,0,0,0,,2,1,200
,MJ McClenaghan,1,0,0,0,0,0,0,0,caught,0,1,0
,R Vinay Kumar,0,1,0,0,2,0,0,0,,9,3,300
,PP Chawla
,SL Malinga,3,0,0,0,0,0,0,0,,0,3,0
,MJ McClenaghan,0,1,0,0,0,0,0,0,,1,1,100
,KA Pollard,3,0,0,0,0,0,0,0,,0,3,0
,UT Yadav
,KA Pollard,0,1,0,0,1,0,0,0,,5,2,250
,DA Warner
,MA Starc,1,5,2,0,1,0,0,0,,13,9,144.44
,HV Patel,1,0,1,0,1,0,0,0,,6,3,200
,D Wiese,1,3,0,0,2,0,0,0,,11,6,183.33
,AB Dinda,1,5,1,0,0,0,0,0,,7,7,100
,YS Chahal,1,3,1,0,1,0,1,0,,15,7,214.28
,S Dhawan
,MA Starc,1,1,0,0,0,0,0,0,,1,2,50
,HV Patel,1,1,1,0,0,0,0,0,,3,3,100
,D Wiese,1,0,0,0,1,0,0,0,caught,4,2,200
,MC Henriques
,MA Starc,0,1,1,0,0,0,0,0,,3,2,150
,HV Patel,1,0,1,0,3,0,1,0,,20,6,333.33
,D Wiese,1,1,0,0,0,0,0,0,caught,1,2,50
,AB Dinda,1,4,0,0,1,0,1,0,,14,7,200
,YS Chahal,0,1,1,0,1,0,2,0,,19,5,380
,EJG Morgan
,MA Starc,2,1,1,0,0,0,1,0,caught,9,5,180
,D Wiese,0,2,0,0,0,0,0,0,,2,2,100
,CH Gayle
,DW Steyn,0,1,0,0,1,0,1,0,,11,3,366.66
,B Kumar,1,0,0,0,3,0,2,0,,24,6,400
,MC Henriques,1,0,0,0,0,0,0,0,caught,0,1,0
,V Kohli
,DW Steyn,1,0,1,0,1,0,0,0,,6,3,200
,B Kumar,1,0,0,0,2,0,1,0,,14,4,350
,MC Henriques,1,2,0,0,0,0,0,0,,2,3,66.66
,KV Sharma,0,1,3,0,0,0,1,0,,13,5,260
,P Kumar,1,1,1,0,0,0,1,0,,9,4,225
,AB de Villiers
,MC Henriques,1,0,0,0,0,0,0,0,caught,0,1,0
,Mandeep Singh
,MC Henriques,1,0,0,0,0,0,0,0,,0,1,0
,KV Sharma,0,1,0,0,0,0,0,0,,1,1,100
,P Kumar,1,0,0,0,0,0,0,0,caught,0,1,0
,KD Karthik
,B Kumar,0,1,0,0,0,0,0,0,,1,1,100
,P Kumar,0,1,0,0,0,0,0,0,,1,1,100
,WP Saha
,P Negi,4,1,1,0,1,0,0,0,caught,7,7,100
,IC Pandey,2,2,0,0,0,0,1,0,,8,5,160
,M Vohra
,P Negi,1,1,0,0,0,0,0,0,,1,2,50
,IC Pandey,3,1,1,0,0,0,0,0,caught,3,5,60
,GJ Bailey
,P Negi,0,1,1,0,1,0,0,0,,7,3,233.33
,IC Pandey,1,1,0,0,1,0,0,0,,5,3,166.66
,A Nehra,1,0,0,0,0,0,0,0,caught,0,1,0
,GJ Maxwell
,IC Pandey,0,1,0,0,0,0,0,0,,1,1,100
,A Nehra,5,0,0,0,1,0,0,0,,4,6,66.66
,R Ashwin,3,1,0,0,0,0,0,0,,1,4,25
,RA Jadeja,3,0,0,0,0,0,0,0,bowled,0,3,0
,Gurkeerat Singh
,IC Pandey,2,1,0,0,1,0,0,0,,5,4,125
,A Nehra,3,1,0,0,1,0,0,0,,5,5,100
,R Ashwin,3,1,0,0,1,0,0,0,stumped,5,5,100
,DA Miller
,P Negi,3,0,0,0,0,0,0,0,caught,0,3,0
,R Ashwin,4,3,0,0,0,0,0,0,,3,7,42.85
,RA Jadeja,1,2,1,0,1,0,0,0,,8,5,160
,AR Patel
,P Negi,0,3,0,0,0,0,0,0,,3,3,100
,R Ashwin,4,4,0,0,0,0,0,0,,4,8,50
,RA Jadeja,2,5,0,0,1,0,0,0,,9,8,112.5
,SK Raina,0,2,0,0,1,0,0,0,,6,3,200
,DJ Bravo,2,4,0,0,0,0,1,0,caught,10,7,142.85
,R Dhawan
,P Negi,4,0,1,0,1,0,0,0,,6,6,100
,A Nehra,2,1,0,0,0,0,1,0,,7,4,175
,RA Jadeja,1,1,0,0,0,0,0,0,,1,2,50
,SK Raina,2,1,0,0,0,0,0,0,,1,3,33.33
,DJ Bravo,0,4,0,0,0,0,1,0,,10,5,200
,BE Hendricks
,A Nehra,1,1,0,0,0,0,0,0,,1,2,50
,MEK Hussey
,Sandeep Sharma,3,1,0,0,0,0,0,0,caught,1,4,25
,BB McCullum
,Sandeep Sharma,1,1,0,0,0,0,0,0,,1,2,50
,BE Hendricks,2,1,0,0,1,0,0,0,bowled,5,4,125
,F du Plessis
,Sandeep Sharma,1,1,0,0,0,0,0,0,,1,2,50
,BE Hendricks,1,1,0,2,1,0,0,0,,11,5,220
,Gurkeerat Singh,2,5,0,0,0,0,0,0,,5,7,71.42
,R Dhawan,4,1,2,0,1,0,0,0,bowled,9,8,112.5
,GJ Maxwell,1,1,0,0,1,0,0,0,,5,3,166.66
,AR Patel,3,6,1,0,2,0,1,0,,22,13,169.23
,Anureet Singh,1,2,0,0,0,0,0,0,,2,3,66.66
,SK Raina
,Sandeep Sharma,2,0,1,0,1,0,0,0,,6,4,150
,BE Hendricks,1,3,0,0,0,0,0,0,,3,4,75
,Gurkeerat Singh,3,3,3,0,2,0,0,0,,17,11,154.54
,R Dhawan,0,1,0,0,0,0,0,0,,1,1,100
,GJ Maxwell,2,1,0,0,0,0,0,0,,1,3,33.33
,AR Patel,0,5,0,0,0,0,0,0,,5,5,100
,Anureet Singh,1,4,0,0,1,0,0,0,,8,6,133.33
,MS Dhoni
,BE Hendricks,3,1,0,0,1,0,0,0,,5,5,100
,R Dhawan,3,0,0,0,0,0,0,0,,0,3,0
,Anureet Singh,2,2,1,0,1,0,2,0,,20,8,250
,AM Rahane
,Azhar Mahmood,2,3,0,0,1,0,1,0,,13,7,185.71
,M Morkel,4,1,3,0,2,0,1,0,,21,11,190.9
,UT Yadav,1,3,0,0,0,0,0,0,,3,4,75
,SR Watson
,Azhar Mahmood,3,3,0,0,4,0,1,0,,25,11,227.27
,M Morkel,2,5,1,0,0,0,1,0,,13,9,144.44
,UT Yadav,1,8,1,0,3,0,0,0,,22,13,169.23
,Shakib Al Hasan,4,4,2,0,2,0,2,0,,28,14,200
,AD Russell,2,6,1,0,0,0,0,0,,8,9,88.88
,PP Chawla,0,2,0,0,0,0,1,0,,8,3,266.66
,SPD Smith
,Shakib Al Hasan,0,2,0,0,0,0,0,0,,2,2,100
,AD Russell,2,2,0,0,2,0,0,0,caught,10,6,166.66
,PP Chawla,1,2,0,0,0,0,0,0,,2,3,66.66
,SV Samson
,Shakib Al Hasan,4,0,0,1,0,0,0,0,,3,5,60
,AD Russell,2,1,0,0,1,0,0,0,caught,5,4,125
,JP Faulkner
,Shakib Al Hasan,1,2,0,0,0,0,0,0,,2,3,66.66
,AD Russell,2,0,0,0,1,0,0,0,caught,4,3,133.33
,KK Nair
,Azhar Mahmood,1,1,0,0,0,0,0,0,,1,2,50
,M Morkel,1,1,0,0,0,0,0,0,,1,2,50
,UT Yadav,1,1,0,0,2,0,0,0,caught,9,4,225
,AD Russell,0,1,0,0,1,0,0,0,,5,2,250
,CH Morris
,M Morkel,0,2,0,0,0,0,0,0,,2,2,100
,UT Yadav,1,2,0,0,0,0,0,0,,2,3,66.66
,RV Uthappa
,CH Morris,1,1,0,0,1,0,0,0,,5,3,166.66
,BB Sran,0,1,0,0,1,0,0,0,,5,2,250
,DS Kulkarni,2,0,0,0,1,0,0,0,caught,4,3,133.33
,G Gambhir
,CH Morris,2,1,0,0,0,0,0,0,caught,1,3,33.33
,MK Pandey
,CH Morris,1,0,0,0,0,0,0,0,,0,1,0
,BB Sran,5,2,0,0,2,0,0,0,,10,9,111.11
,DS Kulkarni,2,3,0,0,0,0,0,0,caught,3,5,60
,JP Faulkner,0,2,0,0,0,0,0,0,,2,2,100
,SR Watson,1,2,0,0,1,0,0,0,,6,4,150
,YK Pathan
,CH Morris,2,4,0,0,1,0,0,0,,8,7,114.28
,BB Sran,1,3,0,0,0,0,0,0,,3,4,75
,DS Kulkarni,4,3,1,0,0,0,0,0,,5,8,62.5
,JP Faulkner,1,3,0,0,1,0,1,0,,13,6,216.66
,SR Watson,2,2,0,0,1,0,0,0,caught,6,5,120
,STR Binny,2,1,0,0,2,0,0,0,,9,5,180
,AD Russell
,CH Morris,1,0,0,0,0,0,0,0,caught,0,1,0
,BB Sran,1,1,0,0,1,0,1,0,,11,4,275
,DS Kulkarni,2,0,1,0,2,0,0,0,,10,5,200
,JP Faulkner,1,3,0,0,0,0,0,0,,3,4,75
,SR Watson,1,2,0,0,1,0,1,0,,12,5,240
,STR Binny,0,1,0,0,0,0,0,0,,1,1,100
,SA Yadav
,CH Morris,1,0,0,0,0,0,0,0,caught,0,1,0
,Shakib Al Hasan
,CH Morris,3,0,0,0,0,0,0,0,caught,0,3,0
,DS Kulkarni,0,1,0,0,2,0,0,0,,9,3,300
,JP Faulkner,1,3,0,0,0,0,0,0,,3,4,75
,SR Watson,0,1,0,0,0,0,0,0,,1,1,100
,Azhar Mahmood
,JP Faulkner,2,0,1,0,0,0,0,0,caught,2,3,66.66
,SR Watson,3,0,0,0,1,0,0,0,,4,4,100
,PP Chawla
,SR Watson,1,0,0,0,0,0,0,0,caught,0,1,0
,UT Yadav
,CH Morris,0,2,0,0,0,0,0,0,,2,2,100
,JP Faulkner,1,0,0,0,3,0,1,0,,18,5,360
,SR Watson,3,0,0,0,1,0,0,0,,4,4,100
,M Morkel
,CH Morris,0,2,1,0,0,0,0,0,,4,3,133.33
,DA Warner
,SL Malinga,1,2,0,0,1,0,0,0,,6,4,150
,MJ McClenaghan,1,0,0,0,0,0,0,0,caught,0,1,0
,S Dhawan
,SL Malinga,1,1,0,0,0,0,0,0,bowled,1,2,50
,MC Henriques
,SL Malinga,3,1,0,0,0,0,0,0,,1,4,25
,MJ McClenaghan,4,2,0,0,1,0,0,0,,6,7,85.71
,R Vinay Kumar,2,3,0,0,0,0,0,0,,3,5,60
,J Suchith,2,1,0,0,0,0,0,0,stumped,1,3,33.33
,EJG Morgan
,SL Malinga,2,0,0,0,0,0,0,0,,0,2,0
,MJ McClenaghan,7,1,1,0,0,0,0,0,caught,3,9,33.33
,R Vinay Kumar,0,2,0,0,1,0,0,0,,6,3,200
,KL Rahul
,MJ McClenaghan,0,1,0,0,0,0,0,0,,1,1,100
,R Vinay Kumar,2,2,0,0,0,0,0,0,,2,4,50
,J Suchith,3,5,1,0,1,0,0,0,,11,10,110
,HH Pandya,2,1,2,0,1,0,0,0,,9,6,150
,Harbhajan Singh,1,2,0,0,0,0,0,0,bowled,2,3,66.66
,NV Ojha
,J Suchith,1,0,0,0,0,0,0,0,caught,0,1,0
,KV Sharma
,SL Malinga,2,2,0,0,0,0,0,0,caught,2,4,50
,MJ McClenaghan,1,2,1,0,0,0,0,0,,4,4,100
,J Suchith,2,2,0,0,0,0,0,0,,2,4,50
,Harbhajan Singh,2,5,0,0,0,0,0,0,,5,7,71.42
,KA Pollard,0,2,0,0,0,0,0,0,,2,2,100
,A Ashish Reddy
,SL Malinga,2,1,1,0,0,0,0,0,,3,4,75
,Harbhajan Singh,3,3,1,0,0,0,1,0,,11,8,137.5
,KA Pollard,1,1,1,0,0,0,0,0,caught,3,3,100
,B Kumar
,MJ McClenaghan,1,0,0,0,0,0,0,0,caught,0,1,0
,KA Pollard,1,0,0,0,0,0,0,0,,0,1,0
,P Kumar
,SL Malinga,1,2,0,0,0,0,0,0,,2,3,66.66
,MJ McClenaghan,0,1,0,0,0,0,0,0,,1,1,100
,R Vinay Kumar,1,0,0,0,0,0,0,0,,0,1,0
,KA Pollard,0,1,0,0,0,0,0,0,,1,1,100
,DW Steyn
,SL Malinga,0,1,0,0,0,0,0,0,,1,1,100
,R Vinay Kumar,1,2,0,0,2,0,0,0,,10,5,200
,KA Pollard,1,2,1,0,1,0,0,0,,8,5,160
,LMP Simmons
,DW Steyn,1,4,1,0,2,0,0,0,,14,8,175
,B Kumar,9,2,1,0,0,0,0,0,,4,12,33.33
,P Kumar,4,2,0,0,1,0,0,0,,6,7,85.71
,MC Henriques,5,4,0,0,0,0,0,0,,4,9,44.44
,KV Sharma,2,2,1,0,1,0,2,0,caught,20,8,250
,PA Patel
,DW Steyn,4,4,0,0,2,0,0,0,,12,10,120
,B Kumar,1,3,0,0,2,0,0,0,,11,6,183.33
,P Kumar,3,1,0,0,1,0,0,0,,5,5,100
,MC Henriques,3,4,0,0,2,0,0,0,,12,9,133.33
,KV Sharma,2,3,0,0,2,0,0,0,,11,7,157.14
,RG Sharma
,KV Sharma,0,1,0,0,0,0,1,0,,7,2,350
,LMP Simmons
,R Ashwin,4,3,0,0,0,0,2,0,,15,9,166.66
,A Nehra,11,0,2,0,2,0,1,0,,18,16,112.5
,P Negi,2,4,1,0,0,0,0,0,,6,7,85.71
,RA Jadeja,4,1,1,0,0,0,1,0,caught,9,7,128.57
,MM Sharma,3,3,1,0,1,0,1,0,,15,9,166.66
,DJ Bravo,1,2,0,0,0,0,0,0,,2,3,66.66
,PA Patel
,R Ashwin,5,3,0,0,1,0,0,0,,7,9,77.77
,A Nehra,1,1,0,0,1,0,0,0,,5,3,166.66
,P Negi,1,4,0,0,2,0,1,0,,18,8,225
,RA Jadeja,0,1,0,0,0,0,0,0,,1,1,100
,MM Sharma,0,1,0,0,0,0,0,0,,1,1,100
,DJ Bravo,1,1,1,0,0,0,0,0,caught,3,3,100
,RG Sharma
,P Negi,0,4,0,0,1,0,0,0,,8,5,160
,RA Jadeja,1,2,0,0,0,0,1,0,,8,4,200
,MM Sharma,0,2,0,0,0,0,0,0,,2,2,100
,DJ Bravo,2,1,0,0,0,0,0,0,caught,1,3,33.33
,KA Pollard
,A Nehra,2,1,0,0,0,0,0,0,,1,3,33.33
,P Negi,0,2,0,0,0,0,2,0,,14,4,350
,MM Sharma,1,1,0,0,1,0,1,0,,11,4,275
,DJ Bravo,1,3,0,0,0,0,2,0,caught,15,6,250
,HH Pandya
,A Nehra,1,0,0,0,0,0,0,0,caught,0,1,0
,DJ Bravo,0,1,0,0,0,0,0,0,,1,1,100
,AT Rayudu
,A Nehra,1,1,0,0,0,0,0,0,,1,2,50
,MM Sharma,1,1,0,0,0,0,0,0,caught,1,2,50
,DJ Bravo,0,2,1,0,1,0,0,0,,8,4,200
,Harbhajan Singh
,DJ Bravo,0,2,0,0,1,0,0,0,,6,3,200
,J Suchith
,DJ Bravo,0,1,0,0,0,0,0,0,,1,1,100
,DR Smith
,SL Malinga,4,0,0,0,0,0,0,0,lbw,0,4,0
,MEK Hussey
,SL Malinga,2,3,0,0,0,0,0,0,,3,5,60
,MJ McClenaghan,0,2,0,0,1,0,0,0,,6,3,200
,R Vinay Kumar,1,1,0,0,0,0,1,0,caught,7,3,233.33
,F du Plessis
,SL Malinga,0,3,0,0,0,0,0,0,,3,3,100
,MJ McClenaghan,4,0,0,0,4,0,1,0,,22,9,244.44
,R Vinay Kumar,2,2,1,0,0,0,0,0,,4,5,80
,Harbhajan Singh,2,7,0,0,1,0,0,0,,11,10,110
,KA Pollard,1,3,0,0,0,0,0,0,,3,4,75
,J Suchith,1,2,0,0,0,0,0,0,caught,2,3,66.66
,SK Raina
,R Vinay Kumar,2,1,0,0,0,0,1,0,,7,4,175
,Harbhajan Singh,3,4,0,0,0,0,1,0,caught,10,8,125
,KA Pollard,1,6,1,0,0,0,0,0,,8,8,100
,MS Dhoni
,Harbhajan Singh,1,0,0,0,0,0,0,0,lbw,0,1,0
,DJ Bravo
,Harbhajan Singh,2,3,0,0,0,0,0,0,,3,5,60
,KA Pollard,0,1,0,0,0,0,0,0,,1,1,100
,J Suchith,4,2,0,0,2,0,1,0,,16,9,177.77
,RA Jadeja
,SL Malinga,0,2,0,0,0,0,0,0,,2,2,100
,MJ McClenaghan,1,0,0,0,0,0,1,0,caught,6,2,300
,R Vinay Kumar,0,1,0,0,0,0,0,0,,1,1,100
,KA Pollard,0,2,2,0,1,0,0,0,,10,5,200
,P Negi
,R Vinay Kumar,1,1,1,0,0,0,0,0,caught,3,3,100
,R Ashwin
,SL Malinga,1,3,1,0,2,0,0,0,caught,13,7,185.71
,MJ McClenaghan,0,2,0,0,0,0,1,0,,8,3,266.66
,R Vinay Kumar,0,2,0,0,0,0,0,0,,2,2,100
,MM Sharma
,SL Malinga,0,2,0,0,0,0,0,0,,2,2,100
,MJ McClenaghan,0,1,0,0,0,0,0,0,,1,1,100
,A Nehra
,SL Malinga,1,0,0,0,0,0,0,0,caught,0,1,0
,CH Gayle
,CH Morris,7,1,0,0,3,0,0,0,,13,11,118.18
,JP Faulkner,2,2,0,0,0,0,0,0,,2,4,50
,DS Kulkarni,5,1,0,0,1,0,1,0,bowled,11,8,137.5
,SR Watson,2,1,0,0,0,0,0,0,,1,3,33.33
,V Kohli
,CH Morris,0,1,0,0,0,0,0,0,,1,1,100
,JP Faulkner,0,1,1,0,0,0,0,0,,3,2,150
,DS Kulkarni,4,2,1,0,0,0,0,0,caught,4,7,57.14
,SR Watson,1,2,0,0,0,0,0,0,,2,3,66.66
,Ankit Sharma,3,2,0,0,0,0,0,0,,2,5,40
,AB de Villiers
,CH Morris,0,0,1,0,0,0,2,0,,14,3,466.66
,JP Faulkner,0,4,2,0,0,0,0,0,,8,6,133.33
,DS Kulkarni,0,2,0,0,0,0,0,0,,2,2,100
,SR Watson,4,3,3,0,3,0,0,0,,21,13,161.53
,Ankit Sharma,3,4,0,0,1,0,2,0,,20,10,200
,STR Binny,3,1,0,0,0,0,0,0,,1,4,25
,Mandeep Singh
,CH Morris,2,2,1,0,0,0,0,0,,4,5,80
,JP Faulkner,3,3,0,0,5,0,1,0,,29,12,241.66
,DS Kulkarni,4,1,0,0,1,0,1,0,,11,7,157.14
,SR Watson,1,4,0,0,0,0,0,0,,4,5,80
,Ankit Sharma,0,2,0,0,1,0,0,0,,6,3,200
,STR Binny,2,0,0,0,0,0,0,0,,0,2,0
,KD Karthik
,CH Morris,1,0,1,0,0,0,1,0,caught,8,3,266.66
,SN Khan
,CH Morris,0,1,0,0,0,0,0,0,,1,1,100
,AM Rahane
,MA Starc,2,3,0,0,0,0,0,0,,3,5,60
,S Aravind,5,5,0,0,1,0,0,0,,9,11,81.81
,HV Patel,1,4,0,0,1,0,0,0,,8,6,133.33
,D Wiese,1,4,2,0,2,0,0,0,,16,9,177.77
,YS Chahal,3,4,1,0,0,0,0,0,caught,6,8,75
,SR Watson
,MA Starc,0,1,0,0,2,0,0,0,,9,3,300
,S Aravind,1,1,0,0,0,0,0,0,caught,1,2,50
,SV Samson
,S Aravind,1,1,1,0,0,0,0,0,,3,3,100
,HV Patel,3,2,0,0,0,0,0,0,caught,2,5,40
,SPD Smith
,MA Starc,2,1,0,0,1,0,0,0,,5,4,125
,HV Patel,0,1,0,0,0,0,0,0,,1,1,100
,D Wiese,1,2,0,0,0,0,0,0,caught,2,3,66.66
,YS Chahal,2,2,1,0,0,0,0,0,,4,5,80
,KK Nair
,S Aravind,1,0,1,0,0,0,0,0,,2,2,100
,HV Patel,1,0,0,0,0,0,0,0,caught,0,1,0
,D Wiese,4,1,0,0,1,0,0,0,,5,6,83.33
,YS Chahal,2,1,0,0,1,0,0,0,,5,4,125
,DJ Hooda
,MA Starc,2,1,1,0,0,0,0,0,,3,4,75
,HV Patel,3,0,2,0,0,0,0,0,,4,5,80
,D Wiese,2,1,1,0,0,0,0,0,caught,3,4,75
,YS Chahal,0,1,0,0,0,0,0,0,,1,1,100
,JP Faulkner
,S Aravind,3,0,0,0,1,0,0,0,caught,4,4,100
,STR Binny
,S Aravind,1,0,0,0,0,0,0,0,,0,1,0
,CH Morris
,MA Starc,2,0,0,0,0,0,0,0,caught,0,2,0
,S Aravind,1,0,0,0,0,0,0,0,,0,1,0
,Ankit Sharma
,MA Starc,1,0,0,0,0,0,0,0,,0,1,0
,D Wiese,0,1,0,0,1,0,0,0,,5,2,250
,YS Chahal,0,2,0,0,0,0,0,0,,2,2,100
,DS Kulkarni
,MA Starc,4,1,0,0,0,0,0,0,,1,5,20
,YS Chahal,2,2,0,0,0,0,0,0,bowled,2,4,50
,CH Gayle
,A Nehra,6,1,0,0,0,0,1,0,,7,8,87.5
,R Ashwin,9,2,0,0,1,0,0,0,,6,12,50
,MM Sharma,6,3,2,0,1,0,0,0,,11,12,91.66
,SK Raina,2,4,0,0,0,0,2,0,caught,16,8,200
,DJ Bravo,2,1,0,0,0,0,0,0,,1,3,33.33
,V Kohli
,A Nehra,5,0,0,0,1,0,1,0,caught,10,7,142.85
,R Ashwin,0,2,0,0,0,0,0,0,,2,2,100
,AB de Villiers
,A Nehra,2,1,0,0,0,0,0,0,lbw,1,3,33.33
,Mandeep Singh
,R Ashwin,3,1,1,0,0,0,0,0,caught,3,5,60
,MM Sharma,1,1,0,0,0,0,0,0,,1,2,50
,KD Karthik
,A Nehra,1,0,0,0,1,0,0,0,caught,4,2,200
,R Ashwin,4,0,1,0,0,0,0,0,,2,5,40
,MM Sharma,1,3,0,0,0,0,0,0,,3,4,75
,SK Raina,2,3,1,0,3,0,0,0,,17,9,188.88
,DJ Bravo,3,0,0,0,0,0,0,0,,0,3,0
,P Negi,1,1,0,0,0,0,0,0,,1,2,50
,RA Jadeja,0,1,0,0,0,0,0,0,,1,1,100
,SN Khan
,A Nehra,0,2,0,0,0,0,0,0,,2,2,100
,MM Sharma,1,2,0,0,1,0,0,0,,6,4,150
,SK Raina,0,1,0,0,0,0,0,0,,1,1,100
,DJ Bravo,1,3,0,0,1,0,0,0,caught,7,5,140
,P Negi,2,1,1,0,0,0,0,0,,3,4,75
,RA Jadeja,1,0,2,0,2,0,0,0,,12,5,240
,D Wiese
,A Nehra,0,1,1,0,0,0,0,0,,3,2,150
,MM Sharma,1,0,0,0,0,0,0,0,caught,0,1,0
,DJ Bravo,1,1,1,0,0,0,1,0,,9,4,225
,HV Patel
,MM Sharma,0,1,0,0,0,0,0,0,,1,1,100
,DJ Bravo,0,1,0,0,0,0,0,0,,1,1,100
,MA Starc
,DJ Bravo,0,1,0,0,0,0,0,0,,1,1,100
,S Aravind
,DJ Bravo,1,0,0,0,0,0,0,0,,0,1,0
,DR Smith
,MA Starc,2,3,0,0,2,0,0,0,,11,7,157.14
,S Aravind,2,2,0,0,1,0,0,0,caught,6,5,120
,MEK Hussey
,MA Starc,3,5,0,0,0,0,0,0,,5,8,62.5
,S Aravind,2,5,2,0,1,0,0,0,,13,10,130
,HV Patel,2,2,0,0,1,0,0,0,,6,5,120
,D Wiese,3,7,0,0,1,0,0,0,caught,11,11,100
,YS Chahal,3,6,0,1,0,0,2,0,,21,12,175
,F du Plessis
,S Aravind,5,2,0,1,0,0,0,0,,5,8,62.5
,HV Patel,3,0,0,0,0,0,0,0,,0,3,0
,D Wiese,1,4,0,0,2,0,0,0,,12,7,171.42
,YS Chahal,1,2,1,0,0,0,0,0,bowled,4,4,100
,SK Raina
,YS Chahal,2,0,0,0,0,0,0,0,caught,0,2,0
,MS Dhoni
,MA Starc,1,4,1,0,1,0,0,0,,10,7,142.85
,S Aravind,0,1,0,0,0,0,0,0,,1,1,100
,HV Patel,5,3,2,0,0,0,0,0,caught,7,10,70
,D Wiese,1,3,1,0,0,0,0,0,,5,5,100
,YS Chahal,3,3,0,0,0,0,0,0,,3,6,50
,P Negi
,MA Starc,0,1,0,0,0,0,0,0,,1,1,100
,HV Patel,0,1,2,0,0,0,1,0,,11,4,275
,D Wiese,1,0,0,0,0,0,0,0,,0,1,0
,DJ Bravo
,MA Starc,1,0,0,0,0,0,0,0,bowled,0,1,0
,R Ashwin
,HV Patel,0,1,0,0,0,0,0,0,,1,1,100
,LMP Simmons
,A Nehra,5,4,0,0,1,0,0,0,,8,10,80
,MM Sharma,0,1,2,0,1,0,0,0,,9,4,225
,R Ashwin,6,2,0,0,1,0,1,0,,12,10,120
,RA Jadeja,3,2,0,0,4,0,1,0,,24,10,240
,P Negi,2,4,0,0,1,0,1,0,,14,8,175
,DJ Bravo,1,1,0,0,0,0,0,0,,1,2,50
,DR Smith,1,0,0,0,0,0,0,0,bowled,0,1,0
,PA Patel
,A Nehra,3,0,0,0,0,0,0,0,,0,3,0
,RG Sharma
,A Nehra,1,2,0,0,2,0,0,0,,10,5,200
,MM Sharma,3,1,1,0,2,0,1,0,,17,8,212.5
,R Ashwin,1,0,1,0,0,0,1,0,,8,3,266.66
,RA Jadeja,0,2,0,0,0,0,0,0,,2,2,100
,P Negi,0,4,0,0,0,0,0,0,,4,4,100
,DJ Bravo,1,1,0,0,2,0,0,0,caught,9,4,225
,KA Pollard
,A Nehra,1,0,0,0,1,0,3,0,,22,5,440
,MM Sharma,4,2,1,0,0,0,0,0,caught,4,7,57.14
,DJ Bravo,0,3,1,0,1,0,0,0,,9,5,180
,DR Smith,0,1,0,0,0,0,0,0,,1,1,100
,AT Rayudu
,A Nehra,0,1,0,0,0,0,0,0,,1,1,100
,MM Sharma,2,2,0,0,0,0,1,0,,8,5,160
,DJ Bravo,2,5,0,0,0,0,1,0,,11,8,137.5
,DR Smith,3,2,4,0,0,0,1,0,,16,10,160
,HH Pandya
,DJ Bravo,2,0,0,0,0,0,0,0,caught,0,2,0
,Harbhajan Singh
,DJ Bravo,2,0,0,0,0,0,1,0,,6,3,200
,DR Smith
,SL Malinga,6,3,0,0,1,0,0,0,,7,10,70
,MJ McClenaghan,4,2,0,0,0,0,1,0,,8,7,114.28
,R Vinay Kumar,4,2,0,0,1,0,0,0,,6,7,85.71
,HH Pandya,6,4,0,0,4,0,0,0,,20,14,142.85
,Harbhajan Singh,3,4,0,0,3,0,0,0,lbw,16,10,160
,MEK Hussey
,SL Malinga,2,0,0,0,0,0,0,0,,0,2,0
,MJ McClenaghan,3,0,0,0,0,0,0,0,caught,0,3,0
,R Vinay Kumar,3,0,0,0,1,0,0,0,,4,4,100
,SK Raina
,MJ McClenaghan,1,0,0,0,1,0,0,0,,4,2,200
,R Vinay Kumar,1,0,0,0,0,0,0,0,,0,1,0
,HH Pandya,2,2,1,0,2,0,0,0,,12,7,171.42
,Harbhajan Singh,3,4,1,0,0,0,1,0,stumped,12,9,133.33
,MS Dhoni
,SL Malinga,1,1,1,0,0,0,1,0,bowled,9,4,225
,MJ McClenaghan,2,0,0,0,1,0,0,0,,4,3,133.33
,HH Pandya,2,1,1,0,0,0,0,0,,3,4,75
,Harbhajan Singh,0,2,0,0,0,0,0,0,,2,2,100
,DJ Bravo
,MJ McClenaghan,2,0,0,0,0,0,1,0,caught,6,3,200
,Harbhajan Singh,1,1,1,0,0,0,0,0,,3,3,100
,P Negi
,SL Malinga,2,2,0,0,0,0,0,0,caught,2,4,50
,R Vinay Kumar,0,1,0,0,0,0,0,0,,1,1,100
,F du Plessis
,SL Malinga,0,1,0,0,0,0,0,0,,1,1,100
,R Vinay Kumar,2,0,0,0,0,0,0,0,caught,0,2,0
,RA Jadeja
,SL Malinga,0,2,0,0,0,0,0,0,,2,2,100
,MJ McClenaghan,0,2,0,0,0,0,0,0,,2,2,100
,R Vinay Kumar,0,3,0,0,1,0,0,0,,7,4,175
,R Ashwin
,SL Malinga,0,2,0,0,0,0,0,0,,2,2,100
,MJ McClenaghan,2,0,0,0,0,0,0,0,caught,0,2,0
,MM Sharma
,MJ McClenaghan,1,1,0,0,0,0,0,0,,1,2,50
,R Vinay Kumar,0,0,2,0,1,0,2,0,,20,5,400
