Javed Ahmadi,2012-2012,2,0,0,0,0,0,0,0,0,0,0,0,0
CU Jayasinghe,2009-2010,5,0,0,0,0,0,0,0,0,0,0,0,0
JS Jesani,2007-2007,1,0,0,0,0,0,0,0,0,0,0,0,0
K Jethi,2008-2008,5,0,0,0,0,0,0,0,0,0,0,0,0
GO Jones,2005-2006,2,0,0,0,0,0,0,0,0,0,0,0,0
EC Joyce,2006-2014,18,0,0,0,0,0,0,0,0,0,0,0,0
Junaid Siddique,2007-2012,7,0,0,0,0,0,0,0,0,0,0,0,0
S Jyoti,2008-2008,2,0,0,0,0,0,0,0,0,0,0,0,0
Kamran Akmal,2006-2014,54,0,0,0,0,0,0,0,0,0,0,0,0
SHT Kandamby,2008-2011,5,0,0,0,0,0,0,0,0,0,0,0,0
CK Kapugedera,2006-2016,38,0,0,0,0,0,0,0,0,0,0,0,0
IA Karim,2013-2013,7,0,0,0,0,0,0,0,0,0,0,0,0
KD Karthik,2006-2010,9,0,0,0,0,0,0,0,0,0,0,0,0
SM Katich,2005-2006,3,0,0,0,0,0,0,0,0,0,0,0,0
AN Kervezee,2009-2012,10,0,0,0,0,0,0,0,0,0,0,0,0
S Keshvani,2010-2010,2,0,0,0,0,0,0,0,0,0,0,0,0
RWT Key,2009-2009,1,0,0,0,0,0,0,0,0,0,0,0,0
SP Khakurel,2014-2015,8,0,0,0,0,0,0,0,0,0,0,0,0
Khalid Latif,2008-2016,13,0,0,0,0,0,0,0,0,0,0,0,0
UT Khawaja,2016-2016,9,0,0,0,0,0,0,0,0,0,0,0,0
Khurram Manzoor,2016-2016,3,0,0,0,0,0,0,0,0,0,0,0,0
C Kieswetter,2010-2012,25,0,0,0,0,0,0,0,0,0,0,0,0
HG Kuhn,2009-2011,5,0,0,0,0,0,0,0,0,0,0,0,0
HGJM Kulatunga,2008-2008,2,0,0,0,0,0,0,0,0,0,0,0,0
NR Kumar,2012-2013,6,0,0,0,0,0,0,0,0,0,0,0,0
TWM Latham,2012-2015,12,0,0,0,0,0,0,0,0,0,0,0,0
RE Levi,2012-2012,13,0,0,0,0,0,0,0,0,0,0,0,0
E Lewis,2016-2016,5,0,0,0,0,0,0,0,0,0,0,0,0
Liton Das,2015-2015,3,0,0,0,0,0,0,0,0,0,0,0,0
MJ Lumb,2010-2014,27,0,0,0,0,0,0,0,0,0,0,0,0
CA Lynn,2014-2016,5,0,0,0,0,0,0,0,0,0,0,0,0
NFI McCallum,2007-2010,11,0,0,0,0,0,0,0,0,0,0,0,0
BB McCullum,2005-2015,71,0,0,0,0,0,0,0,0,0,0,0,0
PD McGlashan,2006-2010,11,0,0,0,0,0,0,0,0,0,0,0,0
ND McKenzie,2006-2009,2,0,0,0,0,0,0,0,0,0,0,0,0
CD McMillan,2005-2007,8,0,0,0,0,0,0,0,0,0,0,0,0
NJ Maddinson,2013-2014,2,0,0,0,0,0,0,0,0,0,0,0,0
RP Magar,2014-2015,6,0,0,0,0,0,0,0,0,0,0,0,0
G Malla,2014-2015,11,0,0,0,0,0,0,0,0,0,0,0,0
AK Mandal,2015-2015,2,0,0,0,0,0,0,0,0,0,0,0,0
Mandeep Singh,2016-2016,3,0,0,0,0,0,0,0,0,0,0,0,0
SE Marsh,2008-2016,15,0,0,0,0,0,0,0,0,0,0,0,0
HJH Marshall,2005-2006,3,0,0,0,0,0,0,0,0,0,0,0,0
JAH Marshall,2005-2008,3,0,0,0,0,0,0,0,0,0,0,0,0
XM Marshall,2008-2009,6,0,0,0,0,0,0,0,0,0,0,0,0
DR Martyn,2005-2006,4,0,0,0,0,0,0,0,0,0,0,0,0
RD McCann,2012-2012,3,0,0,0,0,0,0,0,0,0,0,0,1
BKG Mendis,2016-2016,3,0,0,0,0,0,0,0,0,0,0,0,1
DA Miller,2010-2016,46,0,0,0,0,0,0,0,0,0,0,0,1
Misbah-ul-Haq,2007-2012,39,0,0,0,0,0,0,0,0,0,0,0,1
Mohammad Iqbal,2008-2008,3,0,0,0,0,0,0,0,0,0,0,0,1
Mohammad Mithun,2014-2016,12,0,0,0,0,0,0,0,0,0,0,0,1
Mohammad Qazi,2008-2008,1,0,0,0,0,0,0,0,0,0,0,0,1
Mohammad Rizwan,2015-2016,10,0,0,0,0,0,0,0,0,0,0,0,1
Mohammad Salman,2011-2011,1,0,0,0,0,0,0,0,0,0,0,0,1
Mohammad Shahzad,2010-2016,48,0,0,0,0,0,0,0,0,0,0,0,1
Mohammad Yousuf,2006-2010,3,0,0,0,0,0,0,0,0,0,0,0,1
GMC Mol,2008-2008,1,0,0,0,0,0,0,0,0,0,0,0,1
D Mongia,2006-2006,1,0,0,0,0,0,0,0,0,0,0,0,1
PJ Moor,2016-2016,8,0,0,0,0,0,0,0,0,0,0,0,1
VV Morea,2015-2016,4,0,0,0,0,0,0,0,0,0,0,0,1
EJG Morgan,2009-2016,64,0,0,0,0,0,0,0,0,0,0,0,1
RS Morton,2006-2010,7,0,0,0,0,0,0,0,0,0,0,0,1
Muhammad Kaleem,2016-2016,9,0,0,0,0,0,0,0,0,0,0,0,1
Muhammad Usman,2016-2016,11,0,0,0,0,0,0,0,0,0,0,0,1
Mukhtar Ahmed,2015-2015,6,0,0,0,0,0,0,0,0,0,0,0,1
AA Mulla,2008-2008,4,0,0,0,0,0,0,0,0,0,0,0,1
EMDY Munaweera,2012-2013,4,0,0,0,0,0,0,0,0,0,0,0,1
Munir Dar,2014-2014,2,0,0,0,0,0,0,0,0,0,0,0,1
HG Munsey,2015-2016,13,0,0,0,0,0,0,0,0,0,0,0,1
D Murphy,2013-2013,4,0,0,0,0,0,0,0,0,0,0,0,1
Mushfiqur Rahim,2006-2016,57,0,0,0,0,0,0,0,0,0,0,0,1
P Mustard,2008-2008,2,0,0,0,0,0,0,0,0,0,0,0,1
F Mutizwa,2011-2012,3,0,0,0,0,0,0,0,0,0,0,0,1
R Mutumbami,2015-2016,14,0,0,0,0,0,0,0,0,0,0,0,1
SJ Myburgh,2012-2016,27,0,0,0,0,0,0,0,0,0,0,0,1
Nadif Chowdhury,2006-2007,3,0,0,0,0,0,0,0,0,0,0,0,1
Najeeb Tarakai,2014-2014,2,0,0,0,0,0,0,0,0,0,0,0,1
Najibullah Zadran,2012-2016,27,0,0,0,0,0,0,0,0,0,0,0,1
Nasir Jamshed,2012-2013,18,0,0,0,0,0,0,0,0,0,0,0,1
Nauman Anwar,2015-2015,1,0,0,0,0,0,0,0,0,0,0,0,1
Nazimuddin,2007-2008,7,0,0,0,0,0,0,0,0,0,0,0,1
Nazmus Sadat,2006-2006,1,0,0,0,0,0,0,0,0,0,0,0,1
PM Nevill,2016-2016,9,0,0,0,0,0,0,0,0,0,0,0,1
HM Nicholls,2016-2016,1,0,0,0,0,0,0,0,0,0,0,0,1
PA Nixon,2007-2007,1,0,0,0,0,0,0,0,0,0,0,0,1
ML Nkala,2006-2006,1,0,0,0,0,0,0,0,0,0,0,0,1
Noor Ali Zadran,2010-2016,18,0,0,0,0,0,0,0,0,0,0,0,1
MJ North,2009-2009,1,0,0,0,0,0,0,0,0,0,0,0,1
Nurul Hasan,2016-2016,6,0,0,0,0,0,0,0,0,0,0,0,1
AA Obanda,2007-2013,24,0,0,0,0,0,0,0,0,0,0,0,1
NJ O'Brien,2008-2016,30,0,0,0,0,0,0,0,0,0,0,0,1
DO Obuya,2007-2012,10,0,0,0,0,0,0,0,0,0,0,0,1
NV Ojha,2010-2010,2,0,0,0,0,0,0,0,0,0,0,0,1
KO Otieno,2008-2008,4,0,0,0,0,0,0,0,0,0,0,0,1
MA Ouma,2007-2013,22,0,0,0,0,0,0,0,0,0,0,0,1
SD Outerbridge,2008-2008,3,0,0,0,0,0,0,0,0,0,0,0,1
TD Paine,2009-2011,5,0,0,0,0,0,0,0,0,0,0,0,1
K Pala,2015-2015,2,0,0,0,0,0,0,0,0,0,0,0,1
MK Pandey,2015-2016,6,0,0,0,0,0,0,0,0,0,0,0,1
BA Parchment,2007-2007,1,0,0,0,0,0,0,0,0,0,0,0,1
PA Patel,2011-2011,2,0,0,0,0,0,0,0,0,0,0,0,1
SP Patil,2014-2016,18,0,0,0,0,0,0,0,0,0,0,0,1
MDKJ Perera,2013-2016,25,0,0,0,0,0,0,0,0,0,0,0,1
WKD Perkins,2008-2008,1,0,0,0,0,0,0,0,0,0,0,0,1
AN Petersen,2010-2010,2,0,0,0,0,0,0,0,0,0,0,0,1
LA Pomersbach,2007-2007,1,0,0,0,0,0,0,0,0,0,0,0,1
RT Ponting,2005-2009,17,0,0,0,0,0,0,0,0,0,0,0,1
NS Poonia,2007-2010,8,0,0,0,0,0,0,0,0,0,0,0,1
N Pooran,2016-2016,3,0,0,0,0,0,0,0,0,0,0,0,1
WTS Porterfield,2008-2016,49,0,0,0,0,0,0,0,0,0,0,0,1
KOA Powell,2014-2014,1,0,0,0,0,0,0,0,0,0,0,0,1
AD Poynter,2012-2016,19,0,0,0,0,0,0,0,0,0,0,0,1
SW Poynter,2015-2016,10,0,0,0,0,0,0,0,0,0,0,0,1
AG Prince,2005-2005,1,0,0,0,0,0,0,0,0,0,0,0,1
MJ Prior,2007-2010,10,0,0,0,0,0,0,0,0,0,0,0,1
Raees Ahmadzai,2010-2010,8,0,0,0,0,0,0,0,0,0,0,0,1
Rafatullah Mohmand,2015-2015,3,0,0,0,0,0,0,0,0,0,0,0,1
AM Rahane,2011-2016,20,0,0,0,0,0,0,0,0,0,0,0,1
KL Rahul,2016-2016,5,0,0,0,0,0,0,0,0,0,0,0,1
D Ramdin,2006-2016,58,0,0,0,0,0,0,0,0,0,0,0,1
Rameez Raja,2011-2011,2,0,0,0,0,0,0,0,0,0,0,0,1
DA Rankin,2015-2016,2,0,0,0,0,0,0,0,0,0,0,0,1
Raqibul Hasan,2008-2010,5,0,0,0,0,0,0,0,0,0,0,0,1
AT Rayudu,2014-2016,6,0,0,0,0,0,0,0,0,0,0,0,1
CMW Read,2006-2006,1,0,0,0,0,0,0,0,0,0,0,0,1
NJ Reardon,2014-2014,2,0,0,0,0,0,0,0,0,0,0,0,1
DJ Reekers,2008-2009,6,0,0,0,0,0,0,0,0,0,0,0,1
FL Reifer,2009-2009,1,0,0,0,0,0,0,0,0,0,0,0,1
ACL Richards,2007-2007,1,0,0,0,0,0,0,0,0,0,0,0,1
DM Richards,2009-2009,1,0,0,0,0,0,0,0,0,0,0,0,1
BJ Rohrer,2013-2013,1,0,0,0,0,0,0,0,0,0,0,0,1
L Ronchi,2008-2016,29,0,0,0,0,0,0,0,0,0,0,0,1
Rony Talukdar,2015-2015,1,0,0,0,0,0,0,0,0,0,0,0,1
RR Rossouw,2014-2016,15,0,0,0,0,0,0,0,0,0,0,0,1
JJ Roy,2014-2016,16,0,0,0,0,0,0,0,0,0,0,0,1
JA Rudolph,2006-2006,1,0,0,0,0,0,0,0,0,0,0,0,1
RJMGM Rupasinghe,2009-2009,2,0,0,0,0,0,0,0,0,0,0,0,1
HD Rutherford,2013-2013,7,0,0,0,0,0,0,0,0,0,0,0,1
Salman Butt,2007-2010,24,0,0,0,0,0,0,0,0,0,0,0,1
SV Samson,2015-2015,1,0,0,0,0,0,0,0,0,0,0,0,1
KC Sangakkara,2006-2014,56,0,0,0,0,0,0,0,0,0,0,0,1
Saqlain Haider,2016-2016,6,0,0,0,0,0,0,0,0,0,0,0,1
Sarfraz Ahmed,2010-2016,25,0,0,0,0,0,0,0,0,0,0,0,1
JD Schoonheim,2008-2008,1,0,0,0,0,0,0,0,0,0,0,0,1
Shabir Noori,2012-2012,1,0,0,0,0,0,0,0,0,0,0,0,1
Shafiqullah,2010-2016,30,0,0,0,0,0,0,0,0,0,0,0,1
KD Shah,2014-2016,15,0,0,0,0,0,0,0,0,0,0,0,1
OA Shah,2007-2009,17,0,0,0,0,0,0,0,0,0,0,0,1
Shahid Wasif,2016-2016,1,0,0,0,0,0,0,0,0,0,0,0,1
Shahriar Nafees,2006-2006,1,0,0,0,0,0,0,0,0,0,0,0,1
Shahzaib Hasan,2009-2010,10,0,0,0,0,0,0,0,0,0,0,0,1
Shaiman Anwar,2014-2016,18,0,0,0,0,0,0,0,0,0,0,0,1
Shakeel Ansar,2012-2012,2,0,0,0,0,0,0,0,0,0,0,0,1
Shamsur Rahman,2013-2014,9,0,0,0,0,0,0,0,0,0,0,0,1
JNK Shannon,2013-2016,2,0,0,0,0,0,0,0,0,0,0,0,1
Sharjeel Khan,2013-2016,15,0,0,0,0,0,0,0,0,0,0,0,1
V Shetty,2014-2014,2,0,0,0,0,0,0,0,0,0,0,0,1
Shoaib Khan jnr,2008-2008,4,0,0,0,0,0,0,0,0,0,0,0,1
L Siaka,2015-2016,6,0,0,0,0,0,0,0,0,0,0,0,1
V Sibanda,2007-2016,26,0,0,0,0,0,0,0,0,0,0,0,1
Sikander Zulfiqar,2016-2016,2,0,0,0,0,0,0,0,0,0,0,0,1
MS Sinclair,2005-2007,2,0,0,0,0,0,0,0,0,0,0,0,1
CJO Smith,2007-2009,8,0,0,0,0,0,0,0,0,0,0,0,1
DS Smith,2007-2009,6,0,0,0,0,0,0,0,0,0,0,0,1
SJS Smith,2010-2012,5,0,0,0,0,0,0,0,0,0,0,0,1
J Smits,2008-2009,6,0,0,0,0,0,0,0,0,0,0,0,1
VS Solanki,2005-2007,3,0,0,0,0,0,0,0,0,0,0,0,1
AJ Strauss,2005-2009,4,0,0,0,0,0,0,0,0,0,0,0,1
R Strydom,2008-2008,4,0,0,0,0,0,0,0,0,0,0,0,1
Shahid Afridi,2006-2016,98,96,357.2,4,2362,97,04-Nov,24.35,6.61,22.1,3,0,1
Saeed Ajmal,2009-2015,64,63,238.2,2,1516,85,Apr-19,17.83,6.36,16.8,4,0,1
Umar Gul,2007-2016,60,60,200.3,2,1443,85,05-Jun,16.97,7.19,14.1,4,2,1
SL Malinga,2006-2016,62,62,217.5,0,1582,78,May-31,20.28,7.26,16.7,1,1,1
BAW Mendis,2008-2014,39,39,147.3,5,952,66,06-Aug,14.42,6.45,13.4,3,2,1
SCJ Broad,2006-2014,56,55,195.3,2,1491,65,Apr-24,22.93,7.62,18,1,0,1
Shakib Al Hasan,2006-2016,54,53,195.5,1,1322,65,Apr-15,20.33,6.75,18,3,0,1
NL McCullum,2007-2016,63,59,187.1,0,1278,58,Apr-16,22.03,6.82,19.3,2,0,1
DW Steyn,2007-2016,42,42,150.1,2,1009,58,04-Sep,17.39,6.71,15.5,2,0,1
KMDN Kulasekara,2008-2016,50,50,176.1,6,1280,56,Apr-32,22.85,7.26,18.8,1,0,1
R Ashwin,2010-2016,45,45,167,2,1154,52,04-Aug,22.19,6.91,19.2,2,0,1
DJ Bravo,2006-2016,66,56,173.4,0,1470,52,Apr-28,28.26,8.46,20,2,0,1
Sohail Tanvir,2007-2016,54,54,191.2,3,1364,52,03-Dec,26.23,7.12,22,0,0,1
GP Swann,2008-2012,39,38,135,4,859,51,Mar-13,16.84,6.36,15.8,0,0,1
GH Dockrell,2010-2016,39,35,116.4,1,730,48,Apr-20,15.2,6.25,14.5,1,0,1
SR Watson,2006-2016,58,49,155,2,1187,48,Apr-15,24.72,7.65,19.3,1,0,1
Mohammad Nabi,2010-2016,45,45,163,5,1126,47,Apr-17,23.95,6.9,20.8,2,0,1
Mohammad Hafeez,2006-2016,77,57,167.2,1,1120,46,04-Oct,24.34,6.69,21.8,1,0,1
KJ O'Brien,2008-2016,52,39,118.3,0,789,46,03-Aug,17.15,6.65,15.4,0,0,1
TG Southee,2008-2015,38,37,137,2,1182,46,May-18,25.69,8.62,17.8,0,1,1
M Morkel,2007-2015,39,39,138.4,3,1022,45,Apr-17,22.71,7.37,18.4,2,0,1
Abdur Razzak,2006-2014,34,33,121.4,4,838,44,Apr-16,19.04,6.88,16.5,1,0,1
DJG Sammy,2007-2016,66,57,146.4,0,1068,44,May-26,24.27,7.28,20,1,1,1
Ahsan Malik,2012-2016,28,26,86.5,1,637,43,May-19,14.81,7.33,12.1,1,1,1
Mudassar Bukhari,2008-2016,38,35,117.2,4,780,43,04-Jul,18.13,6.64,16.3,3,0,1
Imran Tahir,2013-2016,27,27,102,0,661,43,Apr-21,15.37,6.48,14.2,2,0,1
KD Mills,2005-2014,42,42,149.3,1,1228,43,Mar-26,28.55,8.21,20.8,0,0,1
S Badree,2012-2016,32,32,120,3,671,42,Apr-15,15.97,5.59,17.1,1,0,1
SP Narine,2012-2016,39,37,138.4,1,838,40,04-Dec,20.95,6.04,20.8,1,0,1
Al-Amin Hossain,2013-2016,25,23,79.2,0,592,39,Mar-20,15.17,7.46,12.2,0,0,1
JW Dernbach,2011-2014,34,33,117,1,1020,39,Apr-22,26.15,8.71,18,1,0,1
MG Johnson,2007-2013,30,30,109.2,2,797,38,Mar-15,20.97,7.28,17.2,0,0,1
Mashrafe Mortaza,2006-2016,49,48,171.3,1,1363,38,Apr-19,35.86,7.94,27,1,0,1
WD Parnell,2009-2015,35,34,110.5,3,891,38,Apr-13,23.44,8.03,17.5,1,0,1
DL Vettori,2007-2014,34,34,131.1,1,748,38,Apr-20,19.68,5.7,20.7,1,0,1
J Botha,2006-2012,40,39,129,1,823,37,Mar-16,22.24,6.37,20.9,0,0,1
AD Mathews,2009-2016,66,52,149.1,4,993,36,Mar-16,27.58,6.65,24.8,0,0,1
AR Cusack,2008-2015,37,33,101,3,714,35,04-Nov,20.4,7.06,17.3,3,0,1
Dawlat Zadran,2012-2016,29,29,106,2,806,35,Mar-17,23.02,7.6,18.1,0,0,1
NLTC Perera,2010-2016,54,43,111.2,1,1003,35,Mar-33,28.65,9,19,0,0,1
Mohammad Amir,2009-2016,31,31,115,5,809,34,Mar-18,23.79,7.03,20.2,0,0,1
AG Cremer,2008-2016,27,26,89,1,622,33,03-Nov,18.84,6.98,16.1,0,0,1
Hamid Hassan,2010-2016,22,22,79.4,2,523,32,Apr-22,16.34,6.56,14.9,1,0,1
DT Johnston,2008-2013,30,28,99,5,636,32,Apr-22,19.87,6.42,18.5,1,0,1
JP Faulkner,2012-2016,21,21,74.5,0,605,31,May-27,19.51,8.08,14.4,0,1,1
RA Jadeja,2009-2016,39,39,131.4,3,942,31,Mar-48,30.38,7.15,25.4,0,0,1
A Nehra,2009-2016,23,23,84,1,646,31,Mar-19,20.83,7.69,16.2,0,0,1
MJ McClenaghan,2012-2016,28,28,98.2,2,758,30,Mar-17,25.26,7.7,19.6,0,0,1
MA Starc,2012-2016,22,22,83.3,1,566,30,03-Nov,18.86,6.77,16.7,0,0,1
R Rampaul,2007-2015,23,23,82.5,1,705,29,Mar-16,24.31,8.51,17.1,0,0,1
Sultan Ahmed,2015-2016,13,0,0,0,0,0,0,0,0,0,0,0,1
ZE Surkari,2008-2008,4,0,0,0,0,0,0,0,0,0,0,0,1
ES Szwarczynski,2008-2013,14,0,0,0,0,0,0,0,0,0,0,0,1
Tamim Iqbal,2007-2016,52,0,0,0,0,0,0,0,0,0,0,0,1
LRPL Taylor,2006-2016,73,0,0,0,0,0,0,0,0,0,0,0,1
SP Terry,2016-2016,1,0,0,0,0,0,0,0,0,0,0,0,1
WU Tharanga,2006-2012,10,0,0,0,0,0,0,0,0,0,0,0,1
HDRL Thirimanne,2012-2016,26,0,0,0,0,0,0,0,0,0,0,0,1
DC Thomas,2009-2013,3,0,0,0,0,0,0,0,0,0,0,0,1
GJ Thompson,2016-2016,1,0,0,0,0,0,0,0,0,0,0,0,1
MK Tiwary,2011-2012,3,0,0,0,0,0,0,0,0,0,0,0,1
ME Trescothick,2005-2006,3,0,0,0,0,0,0,0,0,0,0,0,1
IJL Trott,2007-2010,7,0,0,0,0,0,0,0,0,0,0,0,1
L Tucker,2016-2016,1,0,0,0,0,0,0,0,0,0,0,0,1
ML Udawatte,2008-2009,5,0,0,0,0,0,0,0,0,0,0,0,1
Umar Akmal,2009-2016,82,0,0,0,0,0,0,0,0,0,0,0,1
Umar Amin,2013-2014,10,0,0,0,0,0,0,0,0,0,0,0,1
TP Ura,2015-2015,3,0,0,0,0,0,0,0,0,0,0,0,1
Usman Ghani,2015-2016,9,0,0,0,0,0,0,0,0,0,0,0,1
Usman Limbada,2010-2013,7,0,0,0,0,0,0,0,0,0,0,0,1
Usman Mushtaq,2016-2016,3,0,0,0,0,0,0,0,0,0,0,0,1
RV Uthappa,2007-2015,13,0,0,0,0,0,0,0,0,0,0,0,1
VB van Jaarsveld,2009-2009,3,0,0,0,0,0,0,0,0,0,0,0,1
MN van Wyk,2007-2015,8,0,0,0,0,0,0,0,0,0,0,0,1
JNT Vare,2015-2016,5,0,0,0,0,0,0,0,0,0,0,0,1
MP Vaughan,2005-2007,2,0,0,0,0,0,0,0,0,0,0,0,1
S Vesawkar,2014-2015,10,0,0,0,0,0,0,0,0,0,0,0,1
DJ Vilas,2012-2012,1,0,0,0,0,0,0,0,0,0,0,0,1
JM Vince,2015-2016,5,0,0,0,0,0,0,0,0,0,0,0,1
L Vincent,2006-2007,9,0,0,0,0,0,0,0,0,0,0,0,1
TP Visee,2015-2015,2,0,0,0,0,0,0,0,0,0,0,0,1
KDK Vithanage,2014-2016,3,0,0,0,0,0,0,0,0,0,0,0,1
MS Wade,2011-2016,26,0,0,0,0,0,0,0,0,0,0,0,1
CD Wallace,2012-2015,8,0,0,0,0,0,0,0,0,0,0,0,1
CAK Walton,2014-2016,3,0,0,0,0,0,0,0,0,0,0,0,1
Waqas Barkat,2014-2016,10,0,0,0,0,0,0,0,0,0,0,0,1
DA Warner,2009-2016,63,0,0,0,0,0,0,0,0,0,0,0,1
VS Wategaonkar,2016-2016,2,0,0,0,0,0,0,0,0,0,0,0,1
BJ Watling,2009-2014,5,0,0,0,0,0,0,0,0,0,0,0,1
DF Watts,2007-2012,11,0,0,0,0,0,0,0,0,0,0,0,1
GC Wilson,2008-2016,46,0,0,0,0,0,0,0,0,0,0,0,1
Zeeshan Siddiqui,2015-2015,5,0,0,0,0,0,0,0,0,0,0,0,1
B Zuiderent,2009-2010,6,0,0,0,0,0,0,0,0,0,0,0,1
Zulqarnain Haider,2007-2010,3,0,0,0,0,0,0,0,0,0,0,0,1
JJ Bumrah,2016-2016,21,21,79.3,4,527,28,03-Nov,18.82,6.62,17,0,0,1
RM Haq,2007-2013,21,20,75,1,472,28,Mar-20,16.85,6.29,16,0,0,1
B Lee,2005-2012,25,25,90.5,0,714,28,Mar-23,25.5,7.86,19.4,0,0,1
DP Nannes,2009-2010,17,16,61,2,459,28,Apr-18,16.39,7.52,13,1,0,1
IK Pathan,2006-2012,24,23,77,1,618,28,Mar-16,22.07,8.02,16.5,0,0,1
SW Tait,2007-2016,21,21,79.4,2,589,28,Mar-13,21.03,7.39,17,0,0,1
Yuvraj Singh,2007-2016,55,31,70.4,0,499,28,Mar-17,17.82,7.06,15.1,0,0,1
HS Baidwan,2008-2013,17,17,53.5,1,411,27,Apr-19,15.22,7.63,11.9,1,0,1
ST Finn,2011-2015,21,21,80,0,583,27,Mar-16,21.59,7.28,17.7,0,0,1
Samiullah Shenwari,2010-2016,43,35,101.4,0,643,27,May-13,23.81,6.32,22.5,1,1,1
KJ Abbott,2013-2016,21,21,72.4,0,579,26,Mar-20,22.26,7.96,16.7,0,0,1
Aizaz Khan,2014-2016,20,20,68,2,470,26,03-Oct,18.07,6.91,15.6,0,0,1
JA Morkel,2005-2015,50,46,107.5,2,864,26,03-Dec,33.23,8.01,24.8,0,0,1
PM Seelaar,2008-2016,36,29,83,2,539,26,Apr-19,20.73,6.49,19.1,1,0,1
Shapoor Zadran,2010-2016,27,27,83,3,581,26,02-Sep,22.34,7,19.1,0,0,1
MC Sorensen,2012-2016,26,22,65,2,471,26,Mar-17,18.11,7.24,15,0,0,1
P Utseya,2006-2015,35,35,124.5,2,858,26,Mar-25,33,6.87,28.8,0,0,1
RE van der Merwe,2009-2016,21,20,68,0,466,26,02-Mar,17.92,6.85,15.6,0,0,1
SE Bond,2005-2010,20,20,77.3,2,543,25,Mar-18,21.72,7,18.6,0,0,1
Harbhajan Singh,2006-2016,28,27,102,5,633,25,04-Dec,25.32,6.2,24.4,1,0,1
SMSM Senanayake,2012-2016,24,23,81,0,549,25,Apr-46,21.96,6.77,19.4,1,0,1
Shoaib Malik,2006-2016,82,41,82,0,565,25,02-Jul,22.6,6.89,19.6,0,0,1
TT Bresnan,2006-2014,34,34,110.3,1,887,24,03-Oct,36.95,8.02,27.6,0,0,1
Haseeb Amjad,2014-2016,18,18,61.2,3,453,24,Apr-16,18.87,7.38,15.3,1,0,1
RJ Peterson,2006-2014,21,19,59.5,1,451,24,Mar-28,18.79,7.53,14.9,0,0,1
WB Rankin,2009-2016,22,21,76,1,464,24,Mar-17,19.33,6.1,19,0,0,1
JE Taylor,2006-2016,23,23,75,2,614,24,03-Jun,25.58,8.18,18.7,0,0,1
Wahab Riaz,2008-2016,23,23,76.3,2,615,24,Mar-18,25.62,8.03,19.1,0,0,1
D Wiese,2013-2016,20,20,65.2,0,497,24,May-23,20.7,7.6,16.3,0,1,1
IG Butler,2009-2013,19,18,59.4,1,481,23,Mar-19,20.91,8.06,15.5,0,0,1
KA Pollard,2008-2016,50,34,78,0,642,23,Mar-30,27.91,8.23,20.3,0,0,1
RJ Sidebottom,2007-2010,18,18,61.1,0,437,23,Mar-16,19,7.14,15.9,0,0,1
T van der Gugten,2012-2016,22,21,65.5,0,446,23,Mar-18,19.39,6.77,17.1,0,0,1
Mustafizur Rahman,2015-2016,13,13,51.2,0,307,22,May-22,13.95,5.98,14,0,1,1
Nadeem Ahmed,2014-2016,21,21,70.3,3,455,22,Apr-21,20.68,6.45,19.2,1,0,1
SO Ngoche,2010-2013,19,19,59.3,0,416,22,Apr-14,18.9,6.99,16.2,2,0,1
K Rabada,2014-2016,16,16,60.2,0,498,22,Mar-30,22.63,8.25,16.4,0,0,1
SM Sharif,2012-2016,20,19,62.2,0,485,22,Apr-24,22.04,7.78,17,1,0,1
AC Botha,2008-2010,14,10,34,0,184,21,Mar-14,8.76,5.41,9.7,0,0,1
NM Coulter-Nile,2013-2016,17,17,65,0,532,21,Apr-31,25.33,8.18,18.5,1,0,1
PJ Cummins,2011-2015,15,15,59,3,395,21,Mar-15,18.8,6.69,16.8,0,0,1
Imad Wasim,2015-2016,15,15,52,1,300,21,May-14,14.28,5.76,14.8,1,1,1
CJ Jordan,2014-2016,19,19,65,0,561,21,Apr-28,26.71,8.63,18.5,1,0,1
Mahmudullah,2007-2016,53,36,87.1,2,617,21,02-May,29.38,7.07,24.9,0,0,1
AF Milne,2010-2016,18,18,62.1,1,458,21,Apr-37,21.8,7.36,17.7,1,0,1
Mohammad Sami,2010-2016,13,13,46,0,387,21,Mar-16,18.42,8.41,13.1,0,0,1
AD Russell,2011-2016,43,36,85.1,0,787,21,02-Oct,37.47,9.24,24.3,0,0,1
Abdul Razzaq,2006-2013,32,22,56.3,2,395,20,Mar-13,19.75,6.99,16.9,0,0,1
Amjad Javed,2014-2016,15,15,48.2,0,375,20,Mar-25,18.75,7.75,14.5,0,0,1
JEC Franklin,2006-2013,38,26,54.3,0,417,20,Apr-15,20.85,7.65,16.3,1,0,1
T Panyangara,2013-2016,14,14,50.3,1,398,20,Apr-37,19.9,7.88,15.1,1,0,1
Amir Hamza,2013-2016,19,19,63,2,442,19,Mar-39,23.26,7.01,19.8,0,0,1
NW Bracken,2006-2009,19,19,62.5,2,438,19,03-Nov,23.05,6.97,19.8,0,0,1
DJ Hussey,2008-2012,39,25,60.1,1,392,19,Mar-25,20.63,6.51,19,0,0,1
ST Jayasuriya,2006-2011,31,24,61.5,0,456,19,Mar-21,24,7.37,19.5,0,0,1
Mohammad Naveed,2015-2016,14,14,52.4,3,304,19,Mar-14,16,5.77,16.6,0,0,1
